id1,id2,core_dist,accessory_dist,Lineages,Hypermutator,core_dist_bin
1274767,1277967,5.9045065e-5,3.785558e-4,BD-1,yes,1
1274767,1279435,5.403559e-5,4.636818e-4,BD-1,yes,1
1274767,1281469,4.2140477e-5,4.4999883e-4,BD-1,yes,1
1274767,1283200,1.5292881e-4,2.524124e-4,BD-1,yes,2
1274767,1283250,5.7519614e-5,2.5525116e-5,BD-1,yes,1
1274767,1283700,1.8972578e-4,0.0011326191,BD-1,yes,2
1274767,1284579,6.25477e-5,4.033996e-5,BD-1,yes,1
1274767,1285155,3.4284e-5,6.562984e-4,BD-1,yes,1
1274767,1287100,8.032927e-5,2.7814985e-4,BD-1,yes,1
1274767,1287200,8.5437205e-5,0,BD-1,yes,1
1274767,1287250,5.1859683e-5,2.0727325e-4,BD-1,yes,1
1274767,1287950,3.2108743e-5,4.4005268e-4,BD-1,yes,1
1274767,1287962,6.7229936e-5,1.0376817e-4,BD-1,yes,1
1274767,1288650,5.152354e-5,3.560103e-4,BD-1,yes,1
1274767,1289150,6.088485e-5,2.0224103e-4,BD-1,yes,1
1274767,1289750,7.2788e-5,4.3648598e-4,BD-1,yes,1
1274767,1289800,5.9049093e-5,3.384115e-4,BD-1,yes,1
1274767,1289950,1.217986e-4,0,BD-1,yes,2
1274767,1290250,3.712261e-5,2.9469896e-4,BD-1,yes,1
1274767,1290550,8.413083e-5,0,BD-1,yes,1
1274767,1293000,7.540868e-5,0,BD-1,yes,1
1274767,1294750,4.9326998e-5,2.0017751e-4,BD-1,yes,1
1274767,1296600,3.9628652e-5,3.6234854e-4,BD-1,yes,1
1274767,1296800,3.5798e-5,7.0869573e-4,BD-1,yes,1
1274767,1297300,8.228553e-5,0,BD-1,yes,1
1274767,1299400,3.745032e-5,5.6719274e-4,BD-1,yes,1
1274767,1299650,5.2736155e-5,7.972394e-4,BD-1,yes,1
1274767,1302800,0,0.0024167073,BD-1,yes,0
1274767,1302850,3.798279e-5,0.0012255681,BD-1,yes,1
1274767,1305250,4.966484e-5,4.123553e-4,BD-1,yes,1
1274767,1309600,2.174636e-5,7.7912596e-4,BD-1,yes,1
1274767,1310500,4.498025e-5,3.890495e-4,BD-1,yes,1
1274767,1310800,4.7163852e-5,3.4458537e-4,BD-1,yes,1
1274767,1311150,6.789408e-5,4.711891e-5,BD-1,yes,1
1274767,1313450,5.816953e-5,0,BD-1,yes,1
1274767,1314850,1.724772e-5,0.0010218285,BD-1,yes,1
1274767,1315500,8.7948916e-5,0,BD-1,yes,1
1274767,1317650,4.748074e-5,2.1625416e-4,BD-1,yes,1
1274767,1318050,6.189424e-5,2.5730723e-4,BD-1,yes,1
1274767,1318150,7.508281e-5,0,BD-1,yes,1
1274767,1318700,8.2497456e-5,2.9417453e-4,BD-1,yes,1
1274767,1318750,8.6652115e-5,0,BD-1,yes,1
1274767,1318950,4.1477808e-5,4.6654255e-4,BD-1,yes,1
1274767,1319200,4.9334296e-5,4.8077528e-4,BD-1,yes,1
1274767,1319650,4.114285e-5,4.5489523e-4,BD-1,yes,1
1274767,1321850,5.151448e-5,1.9573119e-4,BD-1,yes,1
1274767,1321900,4.3332475e-5,4.5038984e-4,BD-1,yes,1
1274767,1323500,4.518612e-5,8.9532183e-4,BD-1,yes,1
1274767,1323750,4.2475476e-5,2.411793e-4,BD-1,yes,1
1274767,1325700,6.656401e-5,4.0200317e-5,BD-1,yes,1
1274767,1326450,6.157522e-5,3.2556077e-4,BD-1,yes,1
1274767,1328550,3.679659e-5,4.8331192e-4,BD-1,yes,1
1274767,1335800,4.5532615e-5,9.4696914e-4,BD-1,yes,1
1274767,1339300,6.5374006e-5,0,BD-1,yes,1
1274767,1343350,8.010074e-5,2.3348923e-4,BD-1,yes,1
1274767,1346150,4.8356105e-5,7.2589936e-4,BD-1,yes,1
1274767,1350900,6.8216854e-5,0,BD-1,yes,1
1274767,1351200,3.6470006e-5,7.320629e-4,BD-1,yes,1
1274767,1356500,6.539665e-5,1.935464e-5,BD-1,yes,1
1274767,1362500,6.909743e-5,1.6761308e-4,BD-1,yes,1
1274767,1362600,4.213544e-5,3.6987048e-4,BD-1,yes,1
1274767,1365100,4.748401e-5,1.7607704e-4,BD-1,yes,1
1274767,1365150,7.945989e-5,1.0916933e-4,BD-1,yes,1
1274767,1366350,5.4014698e-5,2.4350519e-4,BD-1,yes,1
1274767,1368050,1.587786e-4,0.028312888,BD-1,yes,2
1274767,1373300,6.0349717e-5,0,BD-1,yes,1
1274767,1376450,2.5241625e-5,5.413902e-4,BD-1,yes,1
1274767,1383600,5.184836e-5,4.2804348e-4,BD-1,yes,1
1274767,1385750,7.005529e-5,0,BD-1,yes,1
1274767,1385800,4.180389e-5,3.7816758e-4,BD-1,yes,1
1274767,1394550,1.3887143e-5,0.0010856001,BD-1,yes,1
1274767,1446300,6.0011516e-5,0,BD-1,yes,1
1274767,1449850,6.56905e-5,0,BD-1,yes,1
1274767,D02182089,7.0289614e-5,5.891776e-4,BD-1,yes,1
1274767,D02182111,2.7748452e-5,5.890043e-4,BD-1,yes,1
1274767,D02182112,8.073705e-5,0,BD-1,yes,1
1274767,D02182158,9.450749e-5,0,BD-1,yes,1
1274767,D02182163,8.6873166e-5,6.0628855e-4,BD-1,yes,1
1274767,D02182164,9.221557e-5,1.5168544e-4,BD-1,yes,1
1274767,D02182172,1.00284975e-4,0.0019280454,BD-1,yes,2
1274767,D02182175,6.2432446e-5,7.955578e-4,BD-1,yes,1
1274767,D02182180,6.002661e-5,0,BD-1,yes,1
1274767,D02182183,6.7766014e-5,3.8139566e-4,BD-1,yes,1
1274767,D02182190,9.476206e-5,4.194049e-4,BD-1,yes,1
1274767,D02182206,9.508575e-5,3.1089436e-4,BD-1,yes,1
1274767,D02182215,3.962639e-5,4.0252117e-4,BD-1,yes,1
1274767,D02182216,5.1170464e-5,3.2456292e-4,BD-1,yes,1
1274767,D02182219,3.1111864e-5,9.058982e-4,BD-1,yes,1
1274767,D02182228,7.344969e-5,3.1955e-4,BD-1,yes,1
1274767,D02182238,7.256553e-5,0,BD-1,yes,1
1274767,D02182243,1.7834584e-4,0,BD-1,yes,2
1274767,D02182267,8.884172e-5,0,BD-1,yes,1
1274767,D02182270,3.5147365e-5,7.0509274e-4,BD-1,yes,1
1274767,D02182271,7.0552254e-5,0.003592956,BD-1,yes,1
1274767,D02182272,5.303882e-5,5.8887154e-4,BD-1,yes,1
1274767,D02182289,8.005794e-5,3.651857e-4,BD-1,yes,1
1274767,D02182290,1.3549288e-4,0.0011296136,BD-1,yes,2
1274767,D02182316,1.04228406e-4,0,BD-1,yes,2
1274767,D02182354,7.410632e-5,2.027983e-4,BD-1,yes,1
1274767,D02182360,2.3180901e-4,0,BD-1,yes,3
1274767,D02182361,1.12345784e-4,1.9078184e-4,BD-1,yes,2
1274767,D02182438,1.17738935e-4,0,BD-1,yes,2
1274767,D02182446,1.0706285e-4,0,BD-1,yes,2
1274767,D04181472,8.43738e-5,5.985645e-4,BD-1,yes,1
1274767,D04181547,9.540029e-5,2.2271994e-4,BD-1,yes,1
1274767,D04181552,1.5387086e-4,0,BD-1,yes,2
1274767,D04181566,8.511764e-5,0,BD-1,yes,1
1274767,D04181638,4.703268e-5,0.0010999014,BD-1,yes,1
1274767,D04181657,8.915828e-5,0,BD-1,yes,1
1274767,D04181658,7.726509e-5,0,BD-1,yes,1
1274767,D04181685,4.9667855e-5,1.5164647e-4,BD-1,yes,1
1274767,D04181780,1.408819e-4,2.4104067e-4,BD-1,yes,2
1274767,D05181665,8.9916e-5,6.509765e-4,BD-1,yes,1
1274767,D05181695,4.2132677e-5,2.4964497e-4,BD-1,yes,1
1274767,D05181703,8.042308e-5,0,BD-1,yes,1
1274767,D05181710,6.5381806e-5,0,BD-1,yes,1
1274767,D05181723,6.3398635e-5,3.098861e-4,BD-1,yes,1
1274767,D05181742,6.941216e-5,4.805792e-4,BD-1,yes,1
1274767,D05181743,3.6146615e-5,7.2016986e-4,BD-1,yes,1
1274767,D05181745,7.5963704e-5,4.2728163e-4,BD-1,yes,1
1274767,D05181749,2.0483631e-4,0.0010878163,BD-1,yes,3
1274767,D05181753,4.4515327e-5,9.3209674e-4,BD-1,yes,1
1274767,D05181764,1.1330604e-4,0,BD-1,yes,2
1274767,D10181738,8.34074e-5,0.0014054494,BD-1,yes,1
1274767,D10181834,1.1888956e-4,1.5782082e-4,BD-1,yes,2
1274767,D10181847,8.6988504e-5,0,BD-1,yes,1
1274767,D10181853,4.1145617e-5,5.951294e-4,BD-1,yes,1
1274767,D10181893,1.06582935e-4,0.0010880039,BD-1,yes,2
1274767,D10181973,7.725502e-5,0,BD-1,yes,1
1274767,D10182039,1.3844442e-4,0,BD-1,yes,2
1274767,D10182047,2.3911291e-4,0,BD-1,yes,3
1274767,D10182048,9.912876e-5,6.715732e-4,BD-1,yes,1
1274767,D10182051,1.0446913e-4,3.3734212e-4,BD-1,yes,2
1274767,D10182063,1.2085232e-4,0,BD-1,yes,2
1274767,D10182069,3.2630993e-5,0.0010383995,BD-1,yes,1
1274767,D10182070,1.19712764e-4,0.002678881,BD-1,yes,2
1274767,D10182071,1.8649896e-4,0,BD-1,yes,2
1274767,D10182075,2.2462367e-4,0,BD-1,yes,3
1274767,D10182077,1.2458197e-4,3.5695682e-4,BD-1,yes,2
1274767,D10182081,5.1518757e-5,3.3603233e-4,BD-1,yes,1
1274767,D10182082,4.6829533e-5,1.9251315e-4,BD-1,yes,1
1274767,D10182089,7.006486e-5,1.2320056e-4,BD-1,yes,1
1274767,D10182104,6.5045366e-5,0,BD-1,yes,1
1274767,D15180683,6.154878e-5,6.535111e-5,BD-1,yes,1
1274767,D15180690,8.2846294e-5,7.068696e-4,BD-1,yes,1
1274767,D15180765,4.062038e-5,3.9772145e-4,BD-1,yes,1
1274767,D15180780,1.15165734e-4,0,BD-1,yes,2
1274767,D15180852,3.4611025e-5,5.478668e-4,BD-1,yes,1
1274767,D17181353,6.560277e-5,6.0602056e-4,BD-1,yes,1
1274767,D17181365,1.171208e-4,0,BD-1,yes,2
1274767,D17181373,9.3324095e-5,0.0010477547,BD-1,yes,1
1274767,D17181376,3.1769894e-5,5.085947e-4,BD-1,yes,1
1274767,D17181377,6.0017304e-5,0,BD-1,yes,1
1274767,D17181378,7.4432384e-5,0,BD-1,yes,1
1274767,D17181384,2.1956218e-4,0,BD-1,yes,3
1274767,D17181390,7.103698e-5,0,BD-1,yes,1
1274767,D17181392,8.4776104e-5,0,BD-1,yes,1
1274767,D17181397,3.4612283e-5,3.674226e-4,BD-1,yes,1
1274767,D17181407,1.4434718e-4,0.0012399632,BD-1,yes,2
1274767,D17181424,1.0361744e-4,4.7628288e-5,BD-1,yes,2
1274767,D17181426,3.3963195e-5,5.641738e-4,BD-1,yes,1
1274767,D17181428,5.816953e-5,0,BD-1,yes,1
1274767,D17181434,5.3156273e-5,3.4231947e-5,BD-1,yes,1
1274767,D17181435,2.0328889e-4,9.3561475e-4,BD-1,yes,3
1274767,D17181515,1.2085407e-4,2.6916558e-4,BD-1,yes,2
1274767,D17181529,4.901703e-5,6.6936895e-4,BD-1,yes,1
1274767,D17181538,1.4721295e-4,7.767269e-4,BD-1,yes,2
1274767,D17181556,4.2131673e-5,1.6946631e-4,BD-1,yes,1
1274767,D17181754,6.0034665e-5,9.308717e-5,BD-1,yes,1
1274767,D17181779,5.2175375e-5,7.892301e-5,BD-1,yes,1
1274767,D17181793,7.255497e-5,0,BD-1,yes,1
1274767,D17181795,6.820402e-5,0,BD-1,yes,1
1274767,D17181797,8.8612775e-5,0,BD-1,yes,1
1274767,D17181798,3.2431424e-5,4.118597e-4,BD-1,yes,1
1274767,D17181815,4.781215e-5,2.751219e-5,BD-1,yes,1
1274767,D17181817,9.514053e-5,0,BD-1,yes,1
1274767,D17181818,1.5668465e-4,2.6865088e-4,BD-1,yes,2
1274767,D17181834,5.4999527e-5,0,BD-1,yes,1
1274767,D17181835,1.7039948e-4,0.0019370695,BD-1,yes,2
1274767,EN_1764,3.6811296e-5,0.005244846,BD-1,yes,1
1274767,EN_1765,1.3482021e-5,0.0057347068,BD-1,yes,1
1274767,EN_1766,5.6529254e-5,3.5110983e-4,BD-1,yes,1
1274767,EN_1767,5.5642613e-7,0.0059056706,BD-1,yes,1
1274897,1276100,4.813419e-5,0,BD-1,no,1
1274897,1277101,7.600252e-5,0.0026843192,BD-1,no,1
1274897,1277103,4.4642984e-5,3.7743486e-4,BD-1,no,1
1274897,1277967,6.722566e-5,8.377861e-5,BD-1,yes,1
1274897,1279435,4.2149535e-5,5.099936e-4,BD-1,no,1
1274897,1281469,4.0284256e-5,2.8575983e-4,BD-1,yes,1
1274897,1283200,1.7117971e-4,0,BD-1,yes,2
1274897,1283250,8.203857e-5,0,BD-1,no,1
1274897,1283700,1.9853798e-4,7.4131135e-4,BD-1,no,2
1274897,1284579,5.565951e-5,0,BD-1,no,1
1274897,1285155,5.816953e-5,0,BD-1,no,1
1274897,1287100,5.7721445e-5,5.921697e-4,BD-1,no,1
1274897,1287200,8.292876e-5,0,BD-1,no,1
1274897,1287250,5.5668563e-5,0,BD-1,no,1
1274897,1287950,9.535096e-6,5.9315556e-4,BD-1,no,1
1274897,1287962,1.00491765e-4,0,BD-1,no,2
1274897,1288650,3.4612032e-5,3.8748348e-4,BD-1,no,1
1274897,1289150,3.0252257e-5,1.9569795e-4,BD-1,no,1
1274897,1289750,1.217933e-4,0,BD-1,no,2
1274897,1289800,7.160465e-5,3.4794804e-5,BD-1,no,1
1274897,1289950,8.849864e-5,0,BD-1,no,1
1274897,1290250,3.4612283e-5,3.073136e-4,BD-1,no,1
1274897,1290550,6.654891e-5,4.0475075e-5,BD-1,no,1
1274897,1293000,7.790859e-5,0,BD-1,no,1
1274897,1294750,4.3776578e-5,0,BD-1,no,1
1274897,1296600,5.915635e-5,0,BD-1,no,1
1274897,1296800,5.335403e-5,3.8033817e-4,BD-1,no,1
1274897,1297300,1.01148566e-4,0,BD-1,no,2
1274897,1299400,1.9895775e-5,6.549344e-4,BD-1,no,1
1274897,1299650,2.010013e-5,0.0012011367,BD-1,no,1
1274897,1302800,0,0.0019203321,BD-1,no,0
1274897,1302850,5.1844083e-5,5.2837515e-4,BD-1,no,1
1274897,1305250,1.2042969e-5,7.2083174e-4,BD-1,no,1
1274897,1309600,1.1195642e-5,4.3142764e-4,BD-1,yes,1
1274897,1310500,4.7485013e-5,1.3594184e-4,BD-1,no,1
1274897,1310800,5.0322946e-5,3.4930057e-5,BD-1,no,1
1274897,1311150,3.5928504e-5,3.1441142e-4,BD-1,no,1
1274897,1313450,4.6285117e-5,0,BD-1,yes,1
1274897,1314850,2.1083039e-5,6.9550134e-4,BD-1,no,1
1274897,1315500,5.5989778e-5,0,BD-1,no,1
1274897,1317650,5.1956344e-5,0,BD-1,no,1
1274897,1318050,3.9963907e-5,3.5401006e-4,BD-1,no,1
